"Date","DryBulb","RelHum","DewPoint"
"2016-07-03 12:10:00.0",28.4,51,17.3
"2016-07-03 12:15:00.0",27.8,53,17.4
"2016-07-03 12:20:00.0",27.7,55,17.8
"2016-07-03 12:25:00.0",30.8,56,21
"2016-07-03 12:30:00.0",28,56,18.4
"2016-07-03 12:35:00.0",29.5,51,18.3
"2016-07-03 12:40:00.0",30.8,50,19.2
"2016-07-03 12:45:00.0",31.7,48,19.4
"2016-07-03 12:50:00.0",28.6,47,16.2
"2016-07-03 12:55:00.0",28.8,53,18.3
"2016-07-03 13:00:00.0",31,55,20.9
"2016-07-03 13:05:00.0",28.8,50,17.4
"2016-07-03 13:10:00.0",31.5,52,20.5
"2016-07-03 13:15:00.0",31.6,54,21.2
"2016-07-03 13:20:00.0",30.3,49,18.4
"2016-07-03 13:25:00.0",28.4,45,15.3
"2016-07-03 13:30:00.0",28.9,50,17.4
"2016-07-03 13:35:00.0",30.1,47,17.6
"2016-07-03 13:40:00.0",31.6,52,20.5
"2016-07-03 13:45:00.0",31.5,53,20.8
"2016-07-03 13:50:00.0",28.9,53,18.4
"2016-07-03 13:55:00.0",32.1,51,20.7
"2016-07-03 14:00:00.0",30.6,47,18
"2016-07-03 14:05:00.0",30.8,48,18.5
"2016-07-03 14:10:00.0",28.6,48,16.5
"2016-07-03 14:15:00.0",30.8,49,18.9
"2016-07-03 14:20:00.0",30.9,55,20.8
"2016-07-03 14:25:00.0",31.3,49,19.3
"2016-07-03 14:30:00.0",28.7,52,17.9
"2016-07-03 14:35:00.0",30.9,52,19.9
"2016-07-03 14:40:00.0",30,46,17.1
"2016-07-03 14:45:00.0",31.9,49,19.9
"2016-07-03 14:50:00.0",30.5,49,18.6
"2016-07-03 14:55:00.0",31.3,52,20.3
"2016-07-03 15:00:00.0",29.6,50,18.1
"2016-07-03 15:05:00.0",31.9,52,20.8
"2016-07-03 15:10:00.0",29,52,18.2
"2016-07-03 15:15:00.0",28.3,53,17.8
"2016-07-03 15:20:00.0",30.4,53,19.8
"2016-07-03 15:25:00.0",29.4,52,18.5
"2016-07-03 15:30:00.0",29.6,52,18.7
"2016-07-03 15:35:00.0",29.6,48,17.4
"2016-07-03 15:40:00.0",28.7,51,17.6
"2016-07-03 15:45:00.0",30.6,45,17.3
"2016-07-03 15:50:00.0",31.5,50,19.8
"2016-07-03 15:55:00.0",29.9,47,17.4
"2016-07-03 16:00:00.0",31.6,53,20.9
"2016-07-03 16:05:00.0",29,49,17.2
"2016-07-03 16:10:00.0",28.8,46,16
"2016-07-03 16:15:00.0",28.5,52,17.7
"2016-07-03 16:20:00.0",31.3,52,20.3
"2016-07-03 16:25:00.0",31.6,54,21.2
"2016-07-03 16:30:00.0",28.6,47,16.2
"2016-07-03 16:35:00.0",31.2,51,19.9
"2016-07-03 16:40:00.0",29.7,46,16.9
"2016-07-03 16:45:00.0",30,46,17.1
"2016-07-03 16:50:00.0",30.2,46,17.3
"2016-07-03 16:55:00.0",28.8,47,16.4
"2016-07-03 17:00:00.0",31.7,49,19.7
"2016-07-03 17:05:00.0",29.8,52,18.9
"2016-07-03 17:10:00.0",31.2,48,18.9
"2016-07-03 17:15:00.0",28.9,46,16.1
"2016-07-03 17:20:00.0",31.8,45,18.4
"2016-07-03 17:25:00.0",29.3,48,17.2
"2016-07-03 17:30:00.0",31.9,54,21.4
"2016-07-03 17:35:00.0",31.4,51,20.1
"2016-07-03 17:40:00.0",30.1,55,20.1
"2016-07-03 17:45:00.0",29,48,16.9
"2016-07-03 17:50:00.0",30.6,46,17.7
"2016-07-03 17:55:00.0",31,53,20.3
"2016-07-03 18:00:00.0",29.3,45,16.1
"2016-07-03 18:05:00.0",29.2,48,17.1
"2016-07-03 18:10:00.0",29.9,51,18.7
"2016-07-03 18:15:00.0",28.2,47,15.8
"2016-07-03 18:20:00.0",31.6,47,18.9
"2016-07-03 18:25:00.0",31.2,47,18.6
"2016-07-03 18:30:00.0",29.1,50,17.6
"2016-07-03 18:35:00.0",29.4,50,17.9
"2016-07-03 18:40:00.0",30.2,46,17.3
"2016-07-03 18:45:00.0",30.8,53,20.1
"2016-07-03 18:50:00.0",31.5,52,20.5
"2016-07-03 18:55:00.0",30.9,51,19.6
"2016-07-03 19:00:00.0",29.6,50,18.1
"2016-07-03 19:05:00.0",31.8,47,19.1
"2016-07-03 19:10:00.0",30.4,51,19.1
"2016-07-03 19:15:00.0",28.6,52,17.8
"2016-07-03 19:20:00.0",30,50,18.5
"2016-07-03 19:25:00.0",29.7,45,16.5
"2016-07-03 19:30:00.0",32,55,21.8
"2016-07-03 19:35:00.0",31.1,52,20.1
"2016-07-03 19:40:00.0",29.9,49,18
"2016-07-03 19:45:00.0",30.6,47,18
"2016-07-03 19:50:00.0",32.2,46,19.1
"2016-07-03 19:55:00.0",29.2,54,18.9
"2016-07-03 20:00:00.0",29.5,45,16.3
"2016-07-03 20:05:00.0",30.5,49,18.6
"2016-07-03 20:10:00.0",28.7,53,18.2
"2016-07-03 20:15:00.0",28.9,52,18.1
"2016-07-03 20:20:00.0",31,45,17.7
"2016-07-03 20:25:00.0",32,49,20
"2016-07-03 20:30:00.0",30.3,52,19.4
"2016-07-03 20:35:00.0",31.1,50,19.5
"2016-07-03 20:40:00.0",28.9,53,18.4
"2016-07-03 20:45:00.0",29.6,52,18.7
"2016-07-03 20:50:00.0",31.3,46,18.3
"2016-07-03 20:55:00.0",30.9,50,19.3
"2016-07-03 21:00:00.0",29.9,47,17.4
"2016-07-03 21:05:00.0",30.2,45,17
"2016-07-03 21:10:00.0",31.4,48,19.1
"2016-07-03 21:15:00.0",28.8,49,17
"2016-07-03 21:20:00.0",30.9,52,19.9
"2016-07-03 21:25:00.0",31.1,54,20.7
"2016-07-03 21:30:00.0",30.8,49,18.9
"2016-07-03 21:35:00.0",32.1,53,21.3
"2016-07-03 21:40:00.0",30.4,52,19.4
"2016-07-03 21:45:00.0",31.2,51,19.9
"2016-07-03 21:50:00.0",32.1,47,19.4
"2016-07-03 21:55:00.0",31,53,20.3
"2016-07-03 22:00:00.0",30.4,51,19.1
"2016-07-03 22:05:00.0",29.7,53,19.1
"2016-07-03 22:10:00.0",28.5,45,15.4
"2016-07-03 22:15:00.0",28.5,48,16.4
"2016-07-03 22:20:00.0",31.2,52,20.2
"2016-07-03 22:25:00.0",29.5,47,17
"2016-07-03 22:30:00.0",29.3,54,19
"2016-07-03 22:35:00.0",28.8,47,16.4
"2016-07-03 22:40:00.0",31.5,49,19.5
"2016-07-03 22:45:00.0",32.2,52,21.1
"2016-07-03 22:50:00.0",31.6,52,20.5
"2016-07-03 22:55:00.0",31.6,45,18.2
"2016-07-03 23:00:00.0",29.1,49,17.3
"2016-07-03 23:05:00.0",31,50,19.4
"2016-07-03 23:10:00.0",29.8,52,18.9
"2016-07-03 23:15:00.0",28.3,49,16.6
"2016-07-03 23:20:00.0",29.5,50,18
"2016-07-03 23:25:00.0",29.7,52,18.8
"2016-07-03 23:30:00.0",30.5,54,20.1
"2016-07-03 23:35:00.0",31.6,47,18.9
"2016-07-03 23:40:00.0",25.8,89,23.8
"2016-07-03 23:45:00.0",23.3,87,21
"2016-07-03 23:50:00.0",26.1,90,24.3
"2016-07-03 23:55:00.0",25.8,90,24
