"Date","DryBulb","RelHum"
"2016-07-03 04:05:00.0",21.4,90
"2016-07-03 04:10:00.0",22.4,90
"2016-07-03 04:15:00.0",24.1,90
"2016-07-03 04:20:00.0",23.6,90
"2016-07-03 04:25:00.0",23.2,90
"2016-07-03 04:30:00.0",23.6,90
"2016-07-03 04:35:00.0",21.3,90
"2016-07-03 04:40:00.0",23.2,90
"2016-07-03 04:45:00.0",21.9,90
"2016-07-03 04:50:00.0",21.2,90
"2016-07-03 04:55:00.0",20.5,90
"2016-07-03 05:00:00.0",24.2,90
"2016-07-03 05:05:00.0",23.1,90
"2016-07-03 05:10:00.0",20.6,90
"2016-07-03 05:15:00.0",20.8,90
"2016-07-03 05:20:00.0",21.7,90
"2016-07-03 05:25:00.0",23.1,90
"2016-07-03 05:30:00.0",24.1,90
"2016-07-03 05:35:00.0",23,90
"2016-07-03 05:40:00.0",20.5,90
"2016-07-03 05:45:00.0",21.9,90
"2016-07-03 05:50:00.0",24.3,90
"2016-07-03 05:55:00.0",22,90
"2016-07-03 06:00:00.0",22.3,90
"2016-07-03 06:05:00.0",22.7,90
"2016-07-03 06:10:00.0",21.1,90
"2016-07-03 06:15:00.0",22.6,90
"2016-07-03 06:20:00.0",21.2,90
"2016-07-03 06:25:00.0",22.3,90
"2016-07-03 06:30:00.0",24,90
"2016-07-03 06:35:00.0",23.9,90
"2016-07-03 06:40:00.0",22.3,90
"2016-07-03 06:45:00.0",23.7,90
"2016-07-03 06:50:00.0",23.9,90
"2016-07-03 06:55:00.0",22.8,90
"2016-07-03 07:00:00.0",22.1,90
"2016-07-03 07:05:00.0",22.2,90
"2016-07-03 07:10:00.0",21.9,90
"2016-07-03 07:15:00.0",24.2,90
"2016-07-03 07:20:00.0",24.9,90
"2016-07-03 07:25:00.0",23.4,90
"2016-07-03 07:30:00.0",23,90
"2016-07-03 07:35:00.0",24.6,90
"2016-07-03 07:40:00.0",26.1,90
"2016-07-03 07:45:00.0",25.2,90
"2016-07-03 07:50:00.0",24.5,90
"2016-07-03 07:55:00.0",23.9,90
"2016-07-03 08:00:00.0",24.4,90
"2016-07-03 08:05:00.0",24.6,90
"2016-07-03 08:10:00.0",25.9,90
"2016-07-03 08:15:00.0",24.4,90
"2016-07-03 08:20:00.0",26.3,88
"2016-07-03 08:25:00.0",27.6,90
"2016-07-03 08:30:00.0",28,90
"2016-07-03 08:35:00.0",27.4,90
"2016-07-03 08:40:00.0",25.3,90
"2016-07-03 08:45:00.0",23.5,90
"2016-07-03 08:50:00.0",25.8,88
"2016-07-03 08:55:00.0",24.9,84
"2016-07-03 09:00:00.0",26.7,80
"2016-07-03 09:05:00.0",25.3,85
"2016-07-03 09:10:00.0",28.7,79
"2016-07-03 09:15:00.0",25.8,74
"2016-07-03 09:20:00.0",27.2,75
"2016-07-03 09:25:00.0",27.3,72
"2016-07-03 09:30:00.0",29.1,66
"2016-07-03 09:35:00.0",29,72
"2016-07-03 09:40:00.0",25.5,76
"2016-07-03 09:45:00.0",26.5,70
"2016-07-03 09:50:00.0",26.4,80
"2016-07-03 09:55:00.0",25.8,73
"2016-07-03 10:00:00.0",29.5,69
"2016-07-03 10:05:00.0",25.6,72
"2016-07-03 10:10:00.0",29,66
"2016-07-03 10:15:00.0",29,67
"2016-07-03 10:20:00.0",28.1,62
"2016-07-03 10:25:00.0",27.7,64
"2016-07-03 10:30:00.0",26.6,67
"2016-07-03 10:35:00.0",28.6,61
"2016-07-03 10:40:00.0",28.9,66
"2016-07-03 10:45:00.0",29.5,67
"2016-07-03 10:50:00.0",29.2,61
"2016-07-03 10:55:00.0",29.3,60
"2016-07-03 11:00:00.0",29.6,62
"2016-07-03 11:05:00.0",26.5,62
"2016-07-03 11:10:00.0",29.3,64
"2016-07-03 11:15:00.0",27.8,63
"2016-07-03 11:20:00.0",29,57
"2016-07-03 11:25:00.0",29.6,62
"2016-07-03 11:30:00.0",28.5,56
"2016-07-03 11:35:00.0",26.6,58
"2016-07-03 11:40:00.0",31.4,58
"2016-07-03 11:45:00.0",31.2,59
"2016-07-03 11:50:00.0",28.8,56
"2016-07-03 11:55:00.0",28.9,59
"2016-07-03 12:00:00.0",30.2,52
"2016-07-03 12:05:00.0",31.4,58
"2016-07-03 12:10:00.0",28.4,51
"2016-07-03 12:15:00.0",27.8,53
"2016-07-03 12:20:00.0",27.7,55
"2016-07-03 12:25:00.0",30.8,56
"2016-07-03 12:30:00.0",28,56
"2016-07-03 12:35:00.0",29.5,51
"2016-07-03 12:40:00.0",30.8,50
"2016-07-03 12:45:00.0",31.7,48
"2016-07-03 12:50:00.0",28.6,47
"2016-07-03 12:55:00.0",28.8,53
"2016-07-03 13:00:00.0",31,55
"2016-07-03 13:05:00.0",28.8,50
"2016-07-03 13:10:00.0",31.5,52
"2016-07-03 13:15:00.0",31.6,54
"2016-07-03 13:20:00.0",30.3,49
"2016-07-03 13:25:00.0",28.4,45
"2016-07-03 13:30:00.0",28.9,50
"2016-07-03 13:35:00.0",30.1,47
"2016-07-03 13:40:00.0",31.6,52
"2016-07-03 13:45:00.0",31.5,53
"2016-07-03 13:50:00.0",28.9,53
"2016-07-03 13:55:00.0",32.1,51
"2016-07-03 14:00:00.0",30.6,47
"2016-07-03 14:05:00.0",30.8,48
"2016-07-03 14:10:00.0",28.6,48
"2016-07-03 14:15:00.0",30.8,49
"2016-07-03 14:20:00.0",30.9,55
"2016-07-03 14:25:00.0",31.3,49
"2016-07-03 14:30:00.0",28.7,52
"2016-07-03 14:35:00.0",30.9,52
"2016-07-03 14:40:00.0",30,46
"2016-07-03 14:45:00.0",31.9,49
"2016-07-03 14:50:00.0",30.5,49
"2016-07-03 14:55:00.0",31.3,52
"2016-07-03 15:00:00.0",29.6,50
"2016-07-03 15:05:00.0",31.9,52
"2016-07-03 15:10:00.0",29,52
"2016-07-03 15:15:00.0",28.3,53
"2016-07-03 15:20:00.0",30.4,53
"2016-07-03 15:25:00.0",29.4,52
"2016-07-03 15:30:00.0",29.6,52
"2016-07-03 15:35:00.0",29.6,48
"2016-07-03 15:40:00.0",28.7,51
"2016-07-03 15:45:00.0",30.6,45
"2016-07-03 15:50:00.0",31.5,50
"2016-07-03 15:55:00.0",29.9,47
"2016-07-03 16:00:00.0",31.6,53
"2016-07-03 16:05:00.0",29,49
"2016-07-03 16:10:00.0",28.8,46
"2016-07-03 16:15:00.0",28.5,52
"2016-07-03 16:20:00.0",31.3,52
"2016-07-03 16:25:00.0",31.6,54
"2016-07-03 16:30:00.0",28.6,47
"2016-07-03 16:35:00.0",31.2,51
"2016-07-03 16:40:00.0",29.7,46
"2016-07-03 16:45:00.0",30,46
"2016-07-03 16:50:00.0",30.2,46
"2016-07-03 16:55:00.0",28.8,47
"2016-07-03 17:00:00.0",31.7,49
"2016-07-03 17:05:00.0",29.8,52
"2016-07-03 17:10:00.0",31.2,48
"2016-07-03 17:15:00.0",28.9,46
"2016-07-03 17:20:00.0",31.8,45
"2016-07-03 17:25:00.0",29.3,48
"2016-07-03 17:30:00.0",31.9,54
"2016-07-03 17:35:00.0",31.4,51
"2016-07-03 17:40:00.0",30.1,55
"2016-07-03 17:45:00.0",29,48
"2016-07-03 17:50:00.0",30.6,46
"2016-07-03 17:55:00.0",31,53
"2016-07-03 18:00:00.0",29.3,45
"2016-07-03 18:05:00.0",29.2,48
"2016-07-03 18:10:00.0",29.9,51
"2016-07-03 18:15:00.0",28.2,47
"2016-07-03 18:20:00.0",31.6,47
"2016-07-03 18:25:00.0",31.2,47
"2016-07-03 18:30:00.0",29.1,50
"2016-07-03 18:35:00.0",29.4,50
"2016-07-03 18:40:00.0",30.2,46
"2016-07-03 18:45:00.0",30.8,53
"2016-07-03 18:50:00.0",31.5,52
"2016-07-03 18:55:00.0",30.9,51
"2016-07-03 19:00:00.0",29.6,50
"2016-07-03 19:05:00.0",31.8,47
"2016-07-03 19:10:00.0",30.4,51
"2016-07-03 19:15:00.0",28.6,52
"2016-07-03 19:20:00.0",30,50
"2016-07-03 19:25:00.0",29.7,45
"2016-07-03 19:30:00.0",32,55
"2016-07-03 19:35:00.0",31.1,52
"2016-07-03 19:40:00.0",29.9,49
"2016-07-03 19:45:00.0",30.6,47
"2016-07-03 19:50:00.0",32.2,46
"2016-07-03 19:55:00.0",29.2,54
"2016-07-03 20:00:00.0",29.5,45
"2016-07-03 20:05:00.0",30.5,49
"2016-07-03 20:10:00.0",28.7,53
"2016-07-03 20:15:00.0",28.9,52
"2016-07-03 20:20:00.0",31,45
"2016-07-03 20:25:00.0",32,49
"2016-07-03 20:30:00.0",30.3,52
"2016-07-03 20:35:00.0",31.1,50
"2016-07-03 20:40:00.0",28.9,53
"2016-07-03 20:45:00.0",29.6,52
"2016-07-03 20:50:00.0",31.3,46
"2016-07-03 20:55:00.0",30.9,50
"2016-07-03 21:00:00.0",29.9,47
"2016-07-03 21:05:00.0",30.2,45
"2016-07-03 21:10:00.0",31.4,48
"2016-07-03 21:15:00.0",28.8,49
"2016-07-03 21:20:00.0",30.9,52
"2016-07-03 21:25:00.0",31.1,54
"2016-07-03 21:30:00.0",30.8,49
"2016-07-03 21:35:00.0",32.1,53
"2016-07-03 21:40:00.0",30.4,52
"2016-07-03 21:45:00.0",31.2,51
"2016-07-03 21:50:00.0",32.1,47
"2016-07-03 21:55:00.0",31,53
"2016-07-03 22:00:00.0",30.4,51
"2016-07-03 22:05:00.0",29.7,53
"2016-07-03 22:10:00.0",28.5,45
"2016-07-03 22:15:00.0",28.5,48
"2016-07-03 22:20:00.0",31.2,52
"2016-07-03 22:25:00.0",29.5,47
"2016-07-03 22:30:00.0",29.3,54
"2016-07-03 22:35:00.0",28.8,47
"2016-07-03 22:40:00.0",31.5,49
"2016-07-03 22:45:00.0",32.2,52
"2016-07-03 22:50:00.0",31.6,52
"2016-07-03 22:55:00.0",31.6,45
"2016-07-03 23:00:00.0",29.1,49
"2016-07-03 23:05:00.0",31,50
"2016-07-03 23:10:00.0",29.8,52
"2016-07-03 23:15:00.0",28.3,49
"2016-07-03 23:20:00.0",29.5,50
"2016-07-03 23:25:00.0",29.7,52
"2016-07-03 23:30:00.0",30.5,54
"2016-07-03 23:35:00.0",31.6,47
"2016-07-03 23:40:00.0",25.8,89
"2016-07-03 23:45:00.0",23.3,87
"2016-07-03 23:50:00.0",26.1,90
"2016-07-03 23:55:00.0",25.8,90
